id,triggerChannelTitle,triggerTitle,triggerDesc,actionChannelTitle,actionTitle,actionDesc,deviceCategory
uKFzkhcV,Weather Underground,Sunset,This Trigger fires within 15 minutes of the sunset in your location.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
uLSFbvdR,Location,You exit an area,This Trigger fires every time you exit an area you specify.,VeSync Dimmer,Turn off,This action will turn off a device.,Generic/Other
uMhKgTU2,iDevices,Turns off,This trigger fires when the specified product turns off.,iDevices,Adjust brightness,This action will set the percentage of brightness for the specified product.,Generic/Other
uNVZSphB,Netatmo Weather Station,Humidity rises above,This Trigger fires every time the humidity rises above a percentage you specify.,Smappee,Turn on plug,This Action will turn on a plug for the specified duration.,Generic/Other
uNbwSZJ8,Location,You enter an area,This Trigger fires every time you enter an area you specify.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
uRAbB5vU,Date & Time,Every day of the week at,This Trigger fires only on specific days of the week at the time you provide.,WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
uRj3um7y,Ring,New Ring Detected,This Trigger fires every time somebody rings your Ring Doorbell.,Smart Life,Turn on,This action will turn on the device/group of your choosing.,Generic/Other
uWESzaZd,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Wink: Pivot Power Genius,Toggle on/off,This Action will toggle the Pivot Power Genius outlet you specific on or off.,Generic/Other
uXpkN9gq,Weather Underground,Sunset,This Trigger fires within 15 minutes of the sunset in your location.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
uYRKwBit,Telegram,New message with key phrase to @IFTTT,This trigger fires when you send a text message with a key phrase to the @IFTTT bot on Telegram.,TP-Link Kasa,Turn off,This action will turn off a selected device.,Generic/Other
ukvszbNV,Weather Underground,Sunrise,This Trigger fires within 15 minutes of the sunrise in your location.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
umHt7feX,RSS Feed,New feed item,This Trigger fires every time a new item is added to the feed you specify.,WeMo Smart Plug,Turn off then on,This Action will turn a WeMo Switch off then immediately back on.,Generic/Other
unqXAY6r,Weather Underground,Current condition changes to,"This Trigger monitors changes in the current weather condition. When one of those conditions is met the Trigger fires. Currently only these simple conditions are supported: Rain, Snow, Cloudy, Clear. ",WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
uqvzULdT,Knocki,Gesture with task matching ID occurs,This trigger fires if you tap a gesture with a custom IFTTT task matching the ID of this trigger.,Smart Life,Turn off,This action will turn off the device/group of your choosing.,Generic/Other
uuLKZAvB,Date & Time,Every day at,This Trigger fires every single day at a specific time set by you.,WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
uuLjbTa3,SwitchBot,Temperature or humidity changes,"Whenever a preset temperature and/or humidity change detected, SwitchBot Thermometer & Hygrometer (the Meter) will try to trigger the service. E.g. if the temperature is too high, turn on AC with the SwitchBot Hub Plus (the Hub Plus).",Smart Life,Turn on,This action will turn on the device/group of your choosing.,Generic/Other
uwbq6rW8,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",iRobot,Dock robot,This action will dock your robot.,Generic/Other
uxtiH2Xg,Android Battery,Device is unplugged,This Trigger fires every time your Android device is unplugged.,Smart Life,Turn on,This action will turn on the device/group of your choosing.,Generic/Other
uypR4tiu,Homey,A Flow has been started,This trigger is run every time a specific Flow has been started on Homey. In order to use this Applet you need to be an owner on your Homey and have the IFTTT Homey App installed.,Heatzy,Turn off,This action will turn off a specific device,Generic/Other
uzqsgMkh,Ooma,Any incoming call,This Trigger fires every time you receive an incoming call.,WeMo Insight Switch,Turn on then off,This Action will turn a WeMo Insight Switch on then immediately back off.,Generic/Other
uzsWUejX,Weather Underground,Current condition changes to,"This Trigger monitors changes in the current weather condition. When one of those conditions is met the Trigger fires. Currently only these simple conditions are supported: Rain, Snow, Cloudy, Clear. ",WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
v7FDYHqe,WeMo Maker,Relay on,This Trigger fires every time your WeMo Maker relay is turned on in toggle mode.,WeMo Maker,Turn relay on,"This Action will turn your WeMo Maker on. If the WeMo Maker is already on, it will remain on.",Generic/Other
v8w9Wjkt,nemy,Electricity becomes expensive,This trigger fires when the price of electricity goes above a user-defined price threshold.,TP-Link Kasa,Turn off,This action will turn off a selected device.,Generic/Other
v92ZNFcs,Date & Time,Every day at,This Trigger fires every single day at a specific time set by you.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
vAjFnspN,August,Lock unlocked,This Trigger fires every time the specified lock is unlocked.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
vCvELVUa,Arlo,Motion detected,This Trigger fires when your Arlo device detects motion.,TP-Link Kasa,Turn on,This action will turn on a device.,Generic/Other
vE8kFuzq,Weather Underground,Current temperature drops below,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
vE9VHagh,Date & Time,Every month on the,This Trigger fires every month on the day and time you specify.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
vG6Jdsmh,Google Assistant,Say a simple phrase,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",Smart Life,Turn off,This action will turn off the device/group of your choosing.,Generic/Other
vG7thLSp,Nest Thermostat,Temperature drops below,This Trigger fires every time the temperature drops below a threshold you specify.,Wink: Pivot Power Genius,Turn outlet on,"This Action will turn on the Pivot Power Genius outlet you specify. If the outlet is already on, it will remain on.",Generic/Other
vJvinSYX,Button widget,Button press,This trigger fires every time you press the button.,WeMo Smart Plug,Toggle on/off,This Action will toggle a WeMo Switch on or off.,Generic/Other
vKfz42PA,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",TP-Link Kasa,Turn off,This action will turn off a selected device.,Generic/Other
vMrRbvZT,Nest Thermostat,Temperature drops below,This Trigger fires every time the temperature drops below a threshold you specify.,WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
vQ7EbLGw,Date & Time,Every day at,This Trigger fires every single day at a specific time set by you.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
vQV8uHvf,ComEd,Carbon Quality,Indicates whether the carbon is clean or dirty,WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
vS6ZRPpw,Location,You exit an area,This Trigger fires every time you exit an area you specify.,WeMo Insight Switch,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
vVPrj28v,Google Assistant,Say a simple phrase,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",Smart Life,Activate Scene,This action will activate the specified scene.,Generic/Other
vWLx2iqT,Wyze,Contact Sensor opens,This trigger fires when a Contact Sensor opens.,Hubitat,Open a device,This action will open a Hubitat device.,Generic/Other
vXLj2UA9,Android Battery,Battery drops below 15%,This Trigger fires every time your Android device's battery drops below 15%.,Smart Life,Turn on,This action will turn on the device/group of your choosing.,Generic/Other
vZ93bBN2,Fort Collins Utilities Time of Day Pricing,Time of Day Peak Rates START/END,This trigger fires when time-of-day peak rates start or end.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
vZK2Wmci,Google Calendar,Event from search starts,"This Trigger fires a set number of minutes before the starting time of an event on your Calendar that contains a specific keyword or phrase in the event’s Title, Description, or Location. Ingredient will be based on the zone set in Google.",WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
vZe3DmHF,Location,You enter an area,This Trigger fires every time you enter an area you specify.,TP-Link Kasa,Turn off,This action will turn off a selected device.,Generic/Other
vcx3rjDM,Netatmo Weather Station,Temperature drops below,This Trigger fires every time the temperature drops below a value you specify.,WeMo Insight Switch,Turn on,"This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on.",Generic/Other
